Pathway	ERR1960500	ERR1960501	ERR1960503	ERR1960504	ERR1960505	ERR1960506	ERR1960507	ERR1960508	ERR1960509	ERR1960510	ERR1960511	ERR1960512	ERR1960513	ERR1960515	ERR3078909	ERR3078910	ERR3078911	ERR3078912	ERR3078913	ERR3890090	ERR3890091	ERR3890092	ERR3890093	ERR3890094	ERR3890095	ERR3890096	ERR3890097	ERR3890098	ERR3890099	ERR3890100	ERR3890102	ERR3890103	ERR3890104	ERR3890105	ERR3890106	ERR3890107	ERR3890108	ERR3890109	ERR3890110	ERR3890111	ERR3890112	SRR12277191	SRR12277192	SRR12277193	SRR12277194	SRR12277195	SRR12277196	SRR12277197	SRR12277198	SRR12277199	SRR12277200	SRR12277201	SRR12277202	SRR13106729	SRR13106730	SRR13106731	SRR13106732	SRR13106733	SRR13106734	SRR13106735	SRR13106736	SRR13106737	SRR13106738	SRR13106739	SRR13106740
PWY-6834: spermidine biosynthesis III	0	8.32E-07	7.08E-07	8.17E-07	4.69E-07	1.27E-06	0	0	0	3.92E-07	6.62E-07	8.94E-07	5.37E-07	3.51E-06	8.04E-07	0	0	0	0	3.94E-06	1.13E-06	0	0	2.33E-06	0	0	0	0	0	2.63E-06	0	0	3.63E-06	0	4.02E-06	6.97E-07	3.96E-06	8.94E-07	1.92E-06	0	0	0	3.54E-06	0	2.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82E-07	0	0	0	7.73E-07
PWY-6834: spermidine biosynthesis III|unclassified	0	8.32E-07	7.08E-07	8.17E-07	4.69E-07	1.27E-06	0	0	0	3.92E-07	6.62E-07	8.94E-07	5.37E-07	3.51E-06	8.04E-07	0	0	0	0	3.94E-06	1.13E-06	0	0	2.33E-06	0	0	0	0	0	2.63E-06	0	0	3.62E-06	0	4.02E-06	6.97E-07	3.96E-06	8.94E-07	1.92E-06	0	0	0	3.54E-06	0	2.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82E-07	0	0	0	7.73E-07
"PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)"	0	3.51E-07	0	4.74E-07	0	0	0	0	0	0	0	0	9.97E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.53E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)|unclassified"	0	3.51E-07	0	4.74E-07	0	0	0	0	0	0	0	0	7.70E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6859: all-trans-farnesol biosynthesis	0	2.51E-06	3.01E-06	2.90E-06	2.02E-06	2.21E-06	0	1.50E-06	2.08E-06	8.43E-06	2.14E-06	1.57E-05	1.75E-06	9.90E-06	2.29E-06	3.46E-06	2.74E-06	6.40E-06	1.60E-06	0	4.36E-06	1.30E-06	0	0	0	0	0	3.61E-06	0	3.38E-06	0	3.16E-06	5.11E-06	0	3.96E-06	3.90E-06	5.07E-06	2.56E-06	1.08E-06	0.000147905	0	0	5.64E-06	5.76E-06	3.38E-06	2.59E-06	1.23E-06	2.54E-06	4.35E-06	1.70E-06	0	0	1.56E-06	0	0	0	0	0	0	1.29E-06	0	0	0	1.68E-06	1.75E-06
PWY-6859: all-trans-farnesol biosynthesis|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6859: all-trans-farnesol biosynthesis|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6859: all-trans-farnesol biosynthesis|unclassified	0	2.51E-06	3.01E-06	2.90E-06	2.02E-06	2.21E-06	0	1.50E-06	2.08E-06	8.43E-06	1.98E-06	1.57E-05	1.75E-06	9.90E-06	2.29E-06	3.46E-06	2.74E-06	6.40E-06	1.60E-06	0	4.36E-06	1.30E-06	0	0	0	0	0	3.61E-06	0	3.38E-06	0	3.15E-06	5.11E-06	0	3.96E-06	3.90E-06	5.07E-06	2.56E-06	1.08E-06	2.48E-05	0	0	5.64E-06	5.76E-06	3.38E-06	2.59E-06	1.23E-06	2.54E-06	4.35E-06	1.70E-06	0	0	1.56E-06	0	0	0	0	0	0	1.29E-06	0	0	0	1.68E-06	1.75E-06
PWY-6873: long chain fatty acid ester synthesis (engineered)	0	0	0	1.67E-07	2.26E-07	0	0	0	4.06E-07	6.59E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6873: long chain fatty acid ester synthesis (engineered)|unclassified	0	0	0	1.67E-07	2.26E-07	0	0	0	4.06E-07	6.59E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6876: isopropanol biosynthesis (engineered)	0	2.93E-06	3.59E-06	1.85E-05	7.05E-06	3.48E-06	0	4.49E-06	2.70E-06	2.26E-05	1.90E-05	4.69E-06	0	1.23E-05	2.18E-05	5.80E-06	3.23E-06	3.51E-06	5.64E-06	3.85E-06	0	0	0	0	0	0	2.15E-06	0	4.75E-06	0	0	0	4.29E-06	0	2.98E-06	9.86E-07	0	2.06E-06	2.07E-06	0	0	2.05E-05	6.29E-06	0	7.81E-06	7.54E-06	5.97E-06	6.61E-06	1.19E-06	2.49E-05	1.75E-05	2.57E-06	1.14E-05	0	0	0	0	1.51E-06	5.76E-06	3.68E-06	4.74E-06	0	0	6.95E-06	5.76E-06
PWY-6876: isopropanol biosynthesis (engineered)|unclassified	0	2.93E-06	3.32E-06	1.61E-05	5.57E-06	3.37E-06	0	4.49E-06	2.70E-06	2.26E-05	1.90E-05	4.69E-06	0	1.23E-05	1.65E-05	5.80E-06	2.51E-06	3.51E-06	5.64E-06	3.85E-06	0	0	0	0	0	0	2.15E-06	0	4.75E-06	0	0	0	4.29E-06	0	2.98E-06	9.86E-07	0	2.06E-06	2.07E-06	0	0	2.05E-05	6.29E-06	0	7.81E-06	7.54E-06	5.97E-06	6.61E-06	1.19E-06	2.49E-05	1.75E-05	2.57E-06	1.14E-05	0	0	0	0	1.51E-06	5.76E-06	3.68E-06	4.74E-06	0	0	6.95E-06	5.76E-06
PWY-6891: thiazole component of thiamine diphosphate biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000197464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6891: thiazole component of thiamine diphosphate biosynthesis II|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0	2.33E-06	0	1.48E-06	0	0	0	0	0	9.61E-06	7.33E-06	0	3.68E-06	2.65E-06	0	4.86E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58E-06	0	0	2.51E-06	0	0	0	0.000197204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II|unclassified	0	2.33E-06	0	1.48E-06	0	0	0	0	0	9.61E-06	7.28E-06	0	1.59E-06	2.65E-06	0	4.86E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58E-06	0	0	2.51E-06	0	0	0	0.000126013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II	0	1.42E-06	7.00E-06	2.13E-05	1.90E-05	2.41E-06	0	9.12E-06	3.01E-06	2.47E-05	6.77E-06	2.15E-05	3.40E-06	2.08E-05	8.03E-06	6.55E-06	0	7.44E-06	2.39E-06	6.83E-06	1.72E-05	1.14E-05	0	2.55E-06	6.01E-06	5.76E-06	6.85E-06	9.03E-06	5.37E-06	6.67E-06	5.19E-06	8.03E-06	1.20E-05	0	1.52E-05	6.21E-06	1.11E-05	5.58E-06	4.82E-06	0.00021416	0	4.04E-06	5.35E-06	8.06E-06	6.33E-06	1.07E-05	4.18E-06	1.62E-06	1.06E-05	6.40E-06	6.03E-06	0	6.08E-06	0	0	4.88E-06	0	1.01E-05	1.22E-05	2.76E-06	4.12E-06	0	0	1.86E-06	2.06E-06
PWY-6897: thiamine diphosphate salvage II|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II|g__Lactobacillus.s__Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.86E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II|unclassified	0	1.42E-06	6.97E-06	2.09E-05	1.86E-05	2.41E-06	0	9.12E-06	3.01E-06	2.47E-05	6.72E-06	2.15E-05	3.40E-06	2.08E-05	7.85E-06	6.54E-06	0	7.42E-06	2.39E-06	6.83E-06	1.72E-05	1.14E-05	0	2.55E-06	6.01E-06	5.76E-06	6.85E-06	9.03E-06	5.37E-06	6.67E-06	5.19E-06	7.68E-06	1.20E-05	0	1.52E-05	6.21E-06	9.54E-06	5.58E-06	4.82E-06	0.000128527	0	4.04E-06	5.35E-06	8.06E-06	6.33E-06	1.07E-05	4.18E-06	1.62E-06	1.06E-05	6.40E-06	6.03E-06	0	6.08E-06	0	0	4.88E-06	0	1.01E-05	1.22E-05	2.76E-06	4.12E-06	0	0	1.86E-06	2.06E-06
PWY-6901: superpathway of glucose and xylose degradation	0	2.71E-05	3.47E-05	4.94E-05	2.92E-05	7.44E-06	0	1.49E-05	3.00E-05	7.93E-05	3.09E-05	7.44E-05	2.83E-05	6.92E-05	1.53E-05	0	6.61E-06	0	1.35E-05	0	2.09E-05	0	9.90E-06	1.17E-05	8.76E-06	0	0	0	0	1.29E-05	1.21E-05	1.45E-05	2.58E-05	1.63E-05	2.11E-05	1.64E-05	1.12E-05	1.49E-05	1.46E-05	0.000349534	0	0	0	0	1.01E-05	1.36E-05	0	7.82E-06	6.20E-06	3.30E-06	0	0	9.50E-06	0	0	1.38E-05	1.01E-05	2.33E-05	3.63E-06	1.73E-05	1.87E-05	6.09E-06	0	1.54E-05	2.06E-05
PWY-6901: superpathway of glucose and xylose degradation|unclassified	0	2.71E-05	3.42E-05	4.66E-05	2.83E-05	7.36E-06	0	1.49E-05	3.00E-05	7.93E-05	3.05E-05	7.44E-05	2.80E-05	6.92E-05	1.49E-05	0	6.56E-06	0	1.35E-05	0	2.09E-05	0	9.90E-06	1.17E-05	8.76E-06	0	0	0	0	1.29E-05	1.21E-05	1.42E-05	2.57E-05	1.63E-05	2.11E-05	1.64E-05	1.12E-05	1.49E-05	1.46E-05	0.000226315	0	0	0	0	1.01E-05	1.36E-05	0	7.82E-06	6.20E-06	3.30E-06	0	0	6.85E-06	0	0	1.38E-05	1.01E-05	2.33E-05	3.63E-06	1.73E-05	1.87E-05	6.09E-06	0	1.54E-05	2.06E-05
PWY-6902: chitin degradation II (Vibrio)	0	0	2.10E-06	0	0	9.90E-08	0	0	0	5.71E-06	0	9.68E-07	1.07E-06	1.07E-06	2.02E-06	1.16E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220138	0	0	0	0	0	3.97E-07	0	0	0	0	0	0	0	0	0	4.76E-06	1.70E-06	2.02E-06	2.46E-06	0	0	0	0	0	0
PWY-6902: chitin degradation II (Vibrio)|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6902: chitin degradation II (Vibrio)|unclassified	0	0	2.10E-06	0	0	9.90E-08	0	0	0	5.71E-06	0	9.68E-07	1.07E-06	1.07E-06	2.02E-06	1.16E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158701	0	0	0	0	0	3.97E-07	0	0	0	0	0	0	0	0	0	4.76E-06	1.70E-06	2.02E-06	2.46E-06	0	0	0	0	0	0
PWY-6906: chitin derivatives degradation	0	0	0	8.84E-07	0	0	0	0	0	0	0	0	7.06E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95E-06	0	7.68E-07	1.08E-06	0	0	0	1.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6906: chitin derivatives degradation|unclassified	0	0	0	8.84E-07	0	0	0	0	0	0	0	0	7.06E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95E-06	0	7.68E-07	1.08E-06	0	0	0	1.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0	0	0	3.82E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6920: 6-gingerol analog biosynthesis (engineered)|unclassified	0	0	0	3.82E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	1.11E-05	1.35E-05	3.07E-05	2.71E-05	1.05E-05	0	1.50E-05	7.10E-06	3.48E-05	1.66E-05	2.24E-05	1.60E-05	2.13E-05	1.85E-05	4.89E-06	9.04E-06	1.28E-05	3.97E-06	5.14E-06	2.79E-06	6.70E-06	6.44E-06	4.65E-06	3.03E-06	0	4.08E-06	2.92E-06	0	8.05E-06	4.27E-06	1.16E-05	1.25E-05	6.87E-06	5.73E-06	7.66E-06	1.00E-05	1.00E-05	1.21E-05	6.65E-05	0	0	6.68E-06	4.69E-06	1.42E-05	6.91E-06	3.43E-06	5.86E-06	3.48E-06	0	0	0	9.49E-06	0	0	6.00E-06	1.53E-06	1.19E-05	1.09E-05	2.03E-05	1.77E-05	0	0	1.90E-05	2.17E-05
PWY-6922: L-N&delta;-acetylornithine biosynthesis|unclassified	0	1.11E-05	1.34E-05	2.99E-05	2.63E-05	1.05E-05	0	1.50E-05	7.10E-06	3.48E-05	1.65E-05	2.24E-05	1.53E-05	2.13E-05	1.81E-05	4.88E-06	9.03E-06	1.28E-05	3.97E-06	5.14E-06	2.79E-06	6.70E-06	6.44E-06	4.65E-06	3.03E-06	0	4.08E-06	2.92E-06	0	8.05E-06	4.27E-06	1.16E-05	1.25E-05	6.87E-06	5.73E-06	7.66E-06	1.00E-05	1.00E-05	1.21E-05	1.90E-05	0	0	6.68E-06	4.69E-06	1.42E-05	6.91E-06	3.43E-06	5.86E-06	3.48E-06	0	0	0	9.46E-06	0	0	6.00E-06	1.53E-06	1.19E-05	1.09E-05	2.03E-05	1.77E-05	0	0	1.90E-05	2.17E-05
PWY-6936: seleno-amino acid biosynthesis (plants)	0	2.51E-05	4.79E-05	6.35E-05	9.55E-05	1.86E-05	0	6.66E-05	1.69E-05	5.06E-05	1.41E-05	9.72E-05	3.70E-05	3.25E-05	2.22E-05	0.000117539	9.95E-05	8.52E-05	0.000113795	6.90E-06	6.82E-06	7.86E-06	3.67E-06	8.13E-06	5.19E-06	5.06E-06	7.73E-06	1.10E-05	9.72E-06	1.00E-05	5.14E-06	3.91E-06	8.52E-06	4.84E-06	5.23E-06	1.34E-05	7.51E-06	5.93E-06	7.41E-06	0.000354595	0	3.71E-05	3.56E-05	3.84E-05	3.06E-05	2.46E-05	2.40E-05	2.34E-05	2.12E-05	3.83E-05	3.41E-05	2.11E-05	1.31E-05	0	0	8.39E-05	4.26E-05	8.50E-05	6.58E-05	6.68E-05	7.29E-05	1.86E-06	0	6.28E-05	6.85E-05
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Lactobacillus.s__Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified	0	2.51E-05	4.78E-05	6.33E-05	9.53E-05	1.86E-05	0	6.66E-05	1.69E-05	5.06E-05	1.41E-05	9.72E-05	3.66E-05	3.25E-05	2.22E-05	0.000117375	9.94E-05	8.49E-05	0.000113795	6.90E-06	6.82E-06	7.86E-06	3.67E-06	8.13E-06	5.19E-06	5.06E-06	7.73E-06	1.10E-05	9.72E-06	1.00E-05	5.14E-06	3.88E-06	8.51E-06	4.84E-06	5.23E-06	1.34E-05	7.50E-06	5.93E-06	7.41E-06	0.000219811	0	3.71E-05	3.56E-05	3.84E-05	3.06E-05	2.46E-05	2.39E-05	2.34E-05	2.12E-05	3.83E-05	3.41E-05	2.11E-05	1.30E-05	0	0	8.39E-05	4.26E-05	8.50E-05	6.58E-05	6.68E-05	7.29E-05	1.86E-06	0	6.28E-05	6.85E-05
PWY-6946: cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	0	0	0	1.11E-06	1.70E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6946: cholesterol degradation to androstenedione II (cholesterol dehydrogenase)|unclassified	0	0	0	1.11E-06	1.70E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6948: sitosterol degradation to androstenedione	0	0	4.97E-07	4.35E-06	3.68E-06	0	0	1.35E-06	0	1.64E-06	8.76E-07	8.52E-07	0	1.11E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6948: sitosterol degradation to androstenedione|unclassified	0	0	4.97E-07	4.33E-06	3.67E-06	0	0	1.35E-06	0	1.64E-06	0	8.52E-07	0	1.11E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	2.33E-06	1.99E-06	9.53E-06	3.28E-06	4.42E-06	0	3.33E-06	4.39E-06	9.90E-06	1.98E-06	8.51E-06	2.08E-06	1.64E-05	1.77E-06	3.07E-07	0	4.48E-07	0	1.27E-05	1.50E-05	1.39E-05	9.45E-06	5.88E-06	5.25E-06	9.57E-06	8.58E-06	1.46E-05	6.16E-06	1.31E-05	9.33E-06	9.58E-06	1.28E-05	5.07E-06	1.34E-05	1.06E-05	5.31E-06	1.24E-05	4.17E-06	0	0	0	0	0	1.47E-06	5.09E-07	9.15E-07	0	1.47E-06	0	0	1.56E-06	0	0	0	0	1.58E-06	0	6.95E-07	4.11E-06	5.35E-06	0	0	0	2.72E-06
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis|unclassified	0	2.33E-06	1.99E-06	9.53E-06	3.28E-06	4.42E-06	0	3.33E-06	4.39E-06	9.90E-06	1.98E-06	8.51E-06	2.08E-06	1.64E-05	1.77E-06	3.07E-07	0	4.48E-07	0	1.27E-05	1.50E-05	1.39E-05	9.45E-06	5.88E-06	5.25E-06	9.57E-06	8.58E-06	1.46E-05	6.16E-06	1.31E-05	9.33E-06	9.57E-06	1.28E-05	5.07E-06	1.34E-05	1.06E-05	5.31E-06	1.24E-05	4.17E-06	0	0	0	0	0	1.47E-06	5.09E-07	9.15E-07	0	1.47E-06	0	0	1.56E-06	0	0	0	0	1.58E-06	0	6.95E-07	4.11E-06	5.35E-06	0	0	0	2.72E-06
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)|unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0	6.59E-05	0.00010813	0.000182253	0.000169335	7.42E-05	2.99E-05	0.000123204	8.55E-05	0.000153212	6.67E-05	0.000177348	7.73E-05	0.000137707	7.10E-05	0.000154183	0.000126858	0.000137166	0.000154241	8.69E-05	0.000149542	8.53E-05	5.49E-05	5.37E-05	4.84E-05	3.76E-05	7.68E-05	9.29E-05	6.18E-05	6.97E-05	6.71E-05	6.77E-05	0.000138279	0.00013502	8.23E-05	7.89E-05	5.36E-05	8.96E-05	5.73E-05	0.000256135	0	0.000122151	5.83E-05	6.30E-05	4.85E-05	0.000118865	0.00011179	0.000103801	0.000113308	0.000129348	0.000124625	8.12E-05	9.05E-05	0	0	0.00021433	0.000161854	0.000211024	0.000195709	0.000155898	0.000160678	6.51E-05	0	0.000140227	0.000141825
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|unclassified	0	6.50E-05	0.00010545	0.000174051	0.000161164	7.29E-05	2.99E-05	0.000123204	8.55E-05	0.000153125	6.65E-05	0.000177259	7.69E-05	0.000137086	6.87E-05	0.000148994	0.000123021	0.000132736	0.000154241	8.69E-05	0.000149542	8.53E-05	5.49E-05	5.37E-05	4.84E-05	3.76E-05	7.67E-05	9.29E-05	6.18E-05	6.97E-05	6.71E-05	6.68E-05	0.000137502	0.00013502	8.23E-05	7.89E-05	5.36E-05	8.96E-05	5.73E-05	0.00021438	0	0.000122151	5.83E-05	6.30E-05	4.85E-05	0.000118865	0.00011179	0.000103797	0.000113308	0.000129348	0.000124625	8.12E-05	9.03E-05	0	0	0.000214271	0.000161854	0.000210718	0.000195709	0.000155898	0.000160649	6.51E-05	0	0.000140227	0.000141801
PWY-6981: chitin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	1.24E-06	0	1.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6981: chitin biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	1.24E-06	0	1.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
